0,Heap Sort,200,201,0.7573154362416107
0,Heap Sort,400,401,0.6911856823266219
0,Heap Sort,600,601,0.5282326621923937
0,Heap Sort,800,801,0.38666666666666666
0,Shell Sort,200,201,0.7576733780760626
0,Shell Sort,400,401,0.8842058165548099
0,Shell Sort,600,601,0.9302908277404922
0,Shell Sort,800,801,0.9595525727069352
0,Merge Sort,200,201,0.5176733780760626
0,Merge Sort,400,401,0.6064429530201342
0,Merge Sort,600,601,0.6428635346756152
0,Merge Sort,800,801,0.7729753914988814
1,Heap Sort,200,201,0.730738255033557
1,Heap Sort,400,401,0.6710514541387025
1,Heap Sort,600,601,0.5146308724832215
1,Heap Sort,800,801,0.3821923937360179
1,Shell Sort,200,201,0.7658165548098435
1,Shell Sort,400,401,0.8796420581655481
1,Shell Sort,600,601,0.9268008948545862
1,Shell Sort,800,801,0.9606263982102908
1,Merge Sort,200,201,0.5336017897091723
1,Merge Sort,400,401,0.6397315436241611
1,Merge Sort,600,601,0.6723042505592841
1,Merge Sort,800,801,0.7975838926174497
2,Heap Sort,200,201,0.7397762863534676
2,Heap Sort,400,401,0.6856375838926174
2,Heap Sort,600,601,0.5172259507829977
2,Heap Sort,800,801,0.3990156599552573
2,Shell Sort,200,201,0.7785234899328859
2,Shell Sort,400,401,0.8734675615212528
2,Shell Sort,600,601,0.9191946308724832
2,Shell Sort,800,801,0.9495302013422818
2,Merge Sort,200,201,0.5627740492170022
2,Merge Sort,400,401,0.6391051454138702
2,Merge Sort,600,601,0.6668456375838926
2,Merge Sort,800,801,0.8085906040268457
3,Heap Sort,200,201,0.7319015659955257
3,Heap Sort,400,401,0.694675615212528
3,Heap Sort,600,601,0.5304697986577182
3,Heap Sort,800,801,0.38720357941834455
3,Shell Sort,200,201,0.7795973154362416
3,Shell Sort,400,401,0.8735570469798658
3,Shell Sort,600,601,0.9183892617449665
3,Shell Sort,800,801,0.9560626398210291
3,Merge Sort,200,201,0.5179418344519016
3,Merge Sort,400,401,0.6124384787472036
3,Merge Sort,600,601,0.6508277404921701
3,Merge Sort,800,801,0.8080536912751678
4,Heap Sort,200,201,0.7444295302013423
4,Heap Sort,400,401,0.647427293064877
4,Heap Sort,600,601,0.5021029082774049
4,Heap Sort,800,801,0.3768232662192394
4,Shell Sort,200,201,0.7597315436241611
4,Shell Sort,400,401,0.8560178970917226
4,Shell Sort,600,601,0.9097091722595079
4,Shell Sort,800,801,0.9537360178970917
4,Merge Sort,200,201,0.5431767337807606
4,Merge Sort,400,401,0.6239821029082774
