14,Corsort,800,801,0.008501118568232663
14,Multizip Sort,200,231,0.5301910120163923
14,Multizip Sort,400,411,0.521544774831007
14,Multizip Sort,600,604,0.4952237305178482
14,Multizip Sort,800,801,0.24640851508423664
15,Corsort,200,201,0.19534675615212527
15,Corsort,400,401,0.09888143176733781
15,Corsort,600,601,0.047248322147651005
15,Corsort,800,801,0.007606263982102908
15,Multizip Sort,200,233,0.5018699781042564
15,Multizip Sort,400,411,0.4971409627502592
15,Multizip Sort,600,604,0.4571205223709017
15,Multizip Sort,800,801,0.25519820038910507
16,Corsort,200,201,0.1988366890380313
16,Corsort,400,401,0.09977628635346757
16,Corsort,600,601,0.04331096196868009
16,Corsort,800,801,0.010022371364653244
16,Multizip Sort,200,233,0.5222028228169564
16,Multizip Sort,400,411,0.5125135497435923
16,Multizip Sort,600,604,0.47404546129846975
16,Multizip Sort,800,801,0.2596246615418132
17,Corsort,200,201,0.20223713646532437
17,Corsort,400,401,0.11078299776286353
17,Corsort,600,601,0.04483221476510067
17,Corsort,800,801,0.009217002237136465
17,Multizip Sort,200,232,0.4863895998460642
17,Multizip Sort,400,411,0.48930557246641504
17,Multizip Sort,600,603,0.4604563160823595
17,Multizip Sort,800,801,0.22753689434504376
18,Corsort,200,201,0.19328859060402684
18,Corsort,400,401,0.10702460850111857
18,Corsort,600,601,0.04366890380313199
18,Corsort,800,801,0.00814317673378076
18,Multizip Sort,200,233,0.5115928403985154
18,Multizip Sort,400,411,0.5080686168939937
18,Multizip Sort,600,604,0.47030128570462604
18,Multizip Sort,800,801,0.2592697157914549
19,Corsort,200,201,0.2065324384787472
19,Corsort,400,401,0.09252796420581655
19,Corsort,600,601,0.037941834451901565
19,Corsort,800,801,0.00697986577181208
19,Multizip Sort,200,233,0.48724726509083804
19,Multizip Sort,400,412,0.49029016638147593
19,Multizip Sort,600,604,0.4492192285582351
19,Multizip Sort,800,801,0.26614196614196617
20,Corsort,200,201,0.16859060402684564
20,Corsort,400,401,0.10666666666666667
20,Corsort,600,601,0.046263982102908274
20,Corsort,800,801,0.005548098434004474
20,Multizip Sort,200,232,0.5073159030942672
20,Multizip Sort,400,411,0.5061650623420323
20,Multizip Sort,600,604,0.46491342394339974
20,Multizip Sort,800,801,0.2633450875486381
21,Corsort,200,201,0.20008948545861296
21,Corsort,400,401,0.09387024608501118
21,Corsort,600,601,0.04733780760626398
21,Corsort,800,801,0.007606263982102908
21,Multizip Sort,200,233,0.501139138503614
21,Multizip Sort,400,411,0.49519671771556195
21,Multizip Sort,600,604,0.4577572964669739
21,Multizip Sort,800,801,0.24258109040717737
22,Corsort,200,201,0.17154362416107383
22,Corsort,400,401,0.10085011185682327
22,Corsort,600,601,0.046263982102908274
22,Corsort,800,801,0.007337807606263982
22,Multizip Sort,200,234,0.49098786869704614
22,Multizip Sort,400,411,0.4907491816441233
22,Multizip Sort,600,604,0.4529417240737293
22,Multizip Sort,800,801,0.28663498663498665
23,Corsort,200,201,0.15302013422818792
23,Corsort,400,401,0.09324384787472036
23,Corsort,600,601,0.04689038031319911
23,Corsort,800,801,0.007695749440715884
23,Multizip Sort,200,233,0.5102425346146856
23,Multizip Sort,400,411,0.5086867148838979
23,Multizip Sort,600,604,0.47028178081513394
23,Multizip Sort,800,801,0.25305128691582873
24,Corsort,200,201,0.1837136465324385
24,Corsort,400,401,0.10988814317673377
24,Corsort,600,601,0.04519015659955257
24,Corsort,800,801,0.009395973154362415
24,Multizip Sort,200,234,0.4746984908757972
24,Multizip Sort,400,412,0.4790803048610466
24,Multizip Sort,600,604,0.43212525473790053
24,Multizip Sort,800,801,0.260974160974161
25,Corsort,200,201,0.17431767337807605
25,Corsort,400,401,0.09610738255033557
25,Corsort,600,601,0.04
25,Corsort,800,801,0.006353467561521253
25,Multizip Sort,200,233,0.49666565645165994
25,Multizip Sort,400,411,0.494820454257074
25,Multizip Sort,600,604,0.4553259261353463
25,Multizip Sort,800,801,0.2481311274509804
26,Corsort,200,201,0.19239373601789708
26,Corsort,400,401,0.10577181208053692
26,Corsort,600,601,0.040089485458612975
26,Corsort,800,801,0.005995525727069352
26,Multizip Sort,200,232,0.49782424375947176
26,Multizip Sort,400,411,0.4989641670955962
26,Multizip Sort,600,604,0.46259104623167646
26,Multizip Sort,800,801,0.24076494023904382
27,Corsort,200,201,0.19015659955257272
27,Corsort,400,401,0.09914988814317674
27,Corsort,600,601,0.03659955257270694
27,Corsort,800,801,0.0058165548098434005
27,Multizip Sort,200,233,0.4839604903301426
27,Multizip Sort,400,411,0.4817848690547749
27,Multizip Sort,600,604,0.43906348388574046
27,Multizip Sort,800,801,0.23696155627605373
28,Corsort,200,201,0.1887248322147651
28,Corsort,400,401,0.1335123042505593
28,Corsort,600,601,0.03758389261744966
28,Corsort,800,801,0.006263982102908278
28,Multizip Sort,200,234,0.521927097848379
28,Multizip Sort,400,411,0.5168434880808794
28,Multizip Sort,600,604,0.48191510172143975
28,Multizip Sort,800,801,0.2498804780876494
29,Corsort,200,201,0.20563758389261744
29,Corsort,400,401,0.10630872483221476
29,Corsort,600,601,0.04089485458612976
29,Corsort,800,801,0.006442953020134228
29,Multizip Sort,200,233,0.49265847821840203
29,Multizip Sort,400,412,0.5020497907653025
29,Multizip Sort,600,604,0.460026670345335
29,Multizip Sort,800,801,0.26236868097333216
30,Corsort,200,201,0.21118568232662194
30,Corsort,400,401,0.11740492170022371
30,Corsort,600,601,0.04456375838926174
30,Corsort,800,801,0.005100671140939597
30,Multizip Sort,200,232,0.49208311477440764
30,Multizip Sort,400,411,0.4936457675756836
30,Multizip Sort,600,604,0.4584084631820314
30,Multizip Sort,800,801,0.24097261746664136
31,Corsort,200,201,0.20286353467561521
31,Corsort,400,401,0.11042505592841163
31,Corsort,600,601,0.04975391498881432
31,Corsort,800,801,0.006532438478747204
31,Multizip Sort,200,233,0.5140908868919711
31,Multizip Sort,400,411,0.5049051617512618
31,Multizip Sort,600,604,0.46799540832393666
31,Multizip Sort,800,801,0.23079112122936823
32,Corsort,200,201,0.18899328859060402
32,Corsort,400,401,0.11713646532438479
32,Corsort,600,601,0.05011185682326622
32,Corsort,800,801,0.008501118568232663
32,Multizip Sort,200,234,0.486097712607456
32,Multizip Sort,400,411,0.48806742302110867
32,Multizip Sort,600,604,0.4478384194053208
32,Multizip Sort,800,801,0.2220653742392873
33,Corsort,200,201,0.19230425055928413
33,Corsort,400,401,0.11740492170022371
33,Corsort,600,601,0.05798657718120805
33,Corsort,800,801,0.009485458612975391
33,Multizip Sort,200,232,0.4777927391708786
33,Multizip Sort,400,411,0.4726419970024291
33,Multizip Sort,600,604,0.44286309287985454
33,Multizip Sort,800,801,0.23982056590752243
34,Corsort,200,201,0.1712751677852349
34,Corsort,400,401,0.10004474272930648
34,Corsort,600,601,0.04465324384787472
34,Corsort,800,801,0.005637583892617449
34,Multizip Sort,200,232,0.5078852545871015
34,Multizip Sort,400,411,0.5022807489830103
34,Multizip Sort,600,604,0.4639393853721976
34,Multizip Sort,800,801,0.269432222920595
35,Corsort,200,201,0.1940939597315436
35,Corsort,400,401,0.10237136465324385
35,Corsort,600,601,0.04170022371364653
35,Corsort,800,801,0.006442953020134228
35,Multizip Sort,200,233,0.5039351938799784
35,Multizip Sort,400,411,0.5021501471153289
35,Multizip Sort,600,603,0.48075867745918505
35,Multizip Sort,800,801,0.2317007353437226
36,Corsort,200,201,0.1788814317673378
36,Corsort,400,401,0.11400447427293064
36,Corsort,600,601,0.04161073825503356
36,Corsort,800,801,0.007785234899328859
36,Multizip Sort,200,232,0.49140713146000653
36,Multizip Sort,400,411,0.49068774695460005
36,Multizip Sort,600,604,0.4580540934910626
36,Multizip Sort,800,801,0.2395813571112376
37,Corsort,200,201,0.21914988814317674
37,Corsort,400,401,0.1025503355704698
37,Corsort,600,601,0.04805369127516779
37,Corsort,800,801,0.007695749440715884
37,Multizip Sort,200,232,0.4683397090535227
37,Multizip Sort,400,411,0.4701599654128837
37,Multizip Sort,600,604,0.431060268409845
37,Multizip Sort,800,801,0.23329494880333634
38,Corsort,200,201,0.22738255033557048
38,Corsort,400,401,0.11883668903803132
38,Corsort,600,601,0.052527964205816555
38,Corsort,800,801,0.00832214765100671
38,Multizip Sort,200,234,0.48515549176808287
38,Multizip Sort,400,411,0.4865686665675713
38,Multizip Sort,600,603,0.4607679465776294
38,Multizip Sort,800,801,0.226646756263481
39,Corsort,200,201,0.17825503355704697
39,Corsort,400,401,0.1083668903803132
39,Corsort,600,601,0.05378076062639821
39,Corsort,800,801,0.008680089485458613
39,Multizip Sort,200,233,0.49351069544832976
39,Multizip Sort,400,411,0.48643673886771405
39,Multizip Sort,600,604,0.454281098546042
39,Multizip Sort,800,801,0.26620502118510087
40,Corsort,200,201,0.1941834451901566
40,Corsort,400,401,0.12375838926174497
40,Corsort,600,601,0.05002237136465324
40,Corsort,800,801,0.009395973154362415
40,Multizip Sort,200,233,0.47971433317567214
40,Multizip Sort,400,411,0.47981982397242556
40,Multizip Sort,600,604,0.44283059467918623
40,Multizip Sort,800,801,0.2320963855421687
41,Corsort,200,201,0.20232662192393736
41,Corsort,400,401,0.11096196868008948
41,Corsort,600,601,0.04644295302013423
41,Corsort,800,801,0.008590604026845637
41,Multizip Sort,200,231,0.49895117038271863
41,Multizip Sort,400,411,0.4936239295425951
41,Multizip Sort,600,603,0.4706166729014992
41,Multizip Sort,800,801,0.22036281334659305
42,Corsort,200,201,0.2130648769574944
42,Corsort,400,401,0.11140939597315436
42,Corsort,600,601,0.04492170022371365
42,Corsort,800,801,0.007695749440715884
42,Multizip Sort,200,232,0.49531401256450824
42,Multizip Sort,400,411,0.4958951697919455
42,Multizip Sort,600,603,0.4709839269566232
42,Multizip Sort,800,801,0.20969726802855032
43,Corsort,200,201,0.19731543624161074
43,Corsort,400,401,0.10156599552572707
43,Corsort,600,601,0.04465324384787472
43,Corsort,800,801,0.007606263982102908
43,Multizip Sort,200,234,0.49881829785481946
43,Multizip Sort,400,412,0.49860559944660865
43,Multizip Sort,600,604,0.4571867436231614
43,Multizip Sort,800,801,0.2509186351706037
44,Corsort,200,201,0.2294407158836689
44,Corsort,400,401,0.10595078299776287
44,Corsort,600,601,0.035794183445190156
44,Corsort,800,801,0.006532438478747204
44,Multizip Sort,200,232,0.4931429296267366
44,Multizip Sort,400,411,0.48999365562745845
44,Multizip Sort,600,604,0.4546654929577465
44,Multizip Sort,800,801,0.2501633936074196
45,Corsort,200,201,0.18380313199105144
45,Corsort,400,401,0.11874720357941834
45,Corsort,600,601,0.05718120805369128
45,Corsort,800,801,0.00796420581655481
45,Multizip Sort,200,234,0.49696166055324986
45,Multizip Sort,400,412,0.4982959654089325
45,Multizip Sort,600,604,0.4545365836349443
45,Multizip Sort,800,801,0.27623442825686967
46,Corsort,200,201,0.19588366890380313
46,Corsort,400,401,0.11892617449664429
46,Corsort,600,601,0.04017897091722595
46,Corsort,800,801,0.008232662192393736
46,Multizip Sort,200,231,0.5066583315968605
46,Multizip Sort,400,411,0.5003672607175792
46,Multizip Sort,600,604,0.46526510060382353
46,Multizip Sort,800,801,0.22766811642689863
47,Corsort,200,201,0.1906040268456376
47,Corsort,400,401,0.11373601789709173
47,Corsort,600,601,0.03740492170022371
47,Corsort,800,801,0.0044742729306487695
47,Multizip Sort,200,233,0.5011773865695508
47,Multizip Sort,400,411,0.4932044250255648
47,Multizip Sort,600,604,0.47014003294892914
47,Multizip Sort,800,801,0.23471304573131235
48,Corsort,200,201,0.18988814317673378
48,Corsort,400,401,0.09145413870246084
48,Corsort,600,601,0.04161073825503356
48,Corsort,800,801,0.008053691275167786
48,Multizip Sort,200,234,0.47501127241118035
48,Multizip Sort,400,412,0.4799165058676472
48,Multizip Sort,600,604,0.442727677908186
48,Multizip Sort,800,801,0.2619899785254116
49,Corsort,200,201,0.2032214765100671
49,Corsort,400,401,0.10514541387024609
49,Corsort,600,601,0.04331096196868009
49,Corsort,800,801,0.008769574944071589
49,Multizip Sort,200,233,0.5053985186064367
49,Multizip Sort,400,411,0.5007823163221146
49,Multizip Sort,600,604,0.4692347545180264
49,Multizip Sort,800,801,0.25814041031432333
