algorithm,list_size,time,comparisons,spearman,classification_error,min_time,relative_overhead
heap_sort,16,2.7179718017578125e-05,82,-0.1852941176470588,16,1.5735626220703125e-05,72.72727272727273
merge_sort,16,2.5033950805664062e-05,45,-0.1852941176470588,16,1.5735626220703125e-05,59.09090909090908
corsort,16,0.0103111267089843,50,-0.3029411764705882,16,1.5735626220703125e-05,65427.27272727225
multizip_sort,16,0.0001099109649658,69,-0.3029411764705882,16,1.5735626220703125e-05,598.4848484847194
quick_sort,16,1.71661376953125e-05,69,-0.3029411764705882,16,1.5735626220703125e-05,9.090909090909083
heap_sort,16,2.5987625122070312e-05,80,-0.3029411764705882,16,1.5735626220703125e-05,65.15151515151516
merge_sort,16,2.6226043701171875e-05,48,-0.3029411764705882,16,1.5735626220703125e-05,66.66666666666667
corsort,16,0.0102860927581787,46,0.0206185567010309,15,1.5735626220703125e-05,65268.18181818176
multizip_sort,16,0.0001032352447509,50,0.0206185567010309,15,1.5735626220703125e-05,556.0606060601195
quick_sort,16,2.09808349609375e-05,48,0.0206185567010309,15,1.5735626220703125e-05,33.33333333333333
heap_sort,16,2.694129943847656e-05,80,0.0206185567010309,15,1.5735626220703125e-05,71.21212121212119
merge_sort,16,2.694129943847656e-05,46,0.0206185567010309,15,1.5735626220703125e-05,71.21212121212119
corsort,16,0.0104203224182128,47,0.3895434462444772,12,1.5735626220703125e-05,66121.21212121155
multizip_sort,16,0.000108003616333,47,0.3895434462444772,12,1.5735626220703125e-05,586.3636363635868
quick_sort,16,2.002716064453125e-05,48,0.3895434462444772,12,1.5735626220703125e-05,27.27272727272727
heap_sort,16,2.7179718017578125e-05,77,0.3895434462444772,12,1.5735626220703125e-05,72.72727272727273
merge_sort,16,2.813339233398437e-05,45,0.3895434462444772,12,1.5735626220703125e-05,78.78787878787877
corsort,16,0.0099976062774658,45,0.1944035346097201,14,1.5735626220703125e-05,63434.84848484835
multizip_sort,16,0.0001039505004882,49,0.1944035346097201,14,1.5735626220703125e-05,560.6060606055443
quick_sort,16,1.6927719116210938e-05,49,0.1944035346097201,14,1.5735626220703125e-05,7.575757575757569
heap_sort,16,2.694129943847656e-05,86,0.1944035346097201,14,1.5735626220703125e-05,71.21212121212119
merge_sort,16,2.5987625122070312e-05,46,0.1944035346097201,14,1.5735626220703125e-05,65.15151515151516
corsort,16,0.0093166828155517,46,-0.1531664212076583,15,1.5735626220703125e-05,59107.575757575396
multizip_sort,16,0.0001020431518554,64,-0.1531664212076583,15,1.5735626220703125e-05,548.4848484844116
quick_sort,16,1.5974044799804688e-05,62,-0.1531664212076583,15,1.5735626220703125e-05,1.5151515151515138
heap_sort,16,2.5033950805664062e-05,79,-0.1531664212076583,15,1.5735626220703125e-05,59.09090909090908
merge_sort,16,2.574920654296875e-05,46,-0.1531664212076583,15,1.5735626220703125e-05,63.63636363636365
corsort,16,0.0088679790496826,45,0.2861356932153391,16,1.5735626220703125e-05,56256.0606060605
multizip_sort,16,0.0001001358032226,47,0.2861356932153391,16,1.5735626220703125e-05,536.3636363632788
quick_sort,16,2.002716064453125e-05,49,0.2861356932153391,16,1.5735626220703125e-05,27.27272727272727
heap_sort,16,2.574920654296875e-05,81,0.2861356932153391,16,1.5735626220703125e-05,63.63636363636365
merge_sort,16,2.574920654296875e-05,47,0.2861356932153391,16,1.5735626220703125e-05,63.63636363636365
corsort,16,0.0093469619750976,47,0.1117647058823529,16,1.5735626220703125e-05,59299.99999999965
multizip_sort,16,0.0001428127288818,47,0.1117647058823529,16,1.5735626220703125e-05,807.5757575755292
quick_sort,16,1.9073486328125e-05,47,0.1117647058823529,16,1.5735626220703125e-05,21.212121212121215
heap_sort,16,2.5987625122070312e-05,82,0.1117647058823529,16,1.5735626220703125e-05,65.15151515151516
merge_sort,16,2.574920654296875e-05,48,0.1117647058823529,16,1.5735626220703125e-05,63.63636363636365
corsort,16,0.0093519687652587,46,0.3753687315634217,15,1.5735626220703125e-05,59331.818181817616
multizip_sort,16,0.0001051425933837,51,0.3753687315634217,15,1.5735626220703125e-05,568.1818181812521
quick_sort,16,2.002716064453125e-05,54,0.3753687315634217,15,1.5735626220703125e-05,27.27272727272727
heap_sort,16,2.6702880859375e-05,82,0.3753687315634217,15,1.5735626220703125e-05,69.6969696969697
merge_sort,16,2.5987625122070312e-05,45,0.3753687315634217,15,1.5735626220703125e-05,65.15151515151516
corsort,16,0.0090959072113037,46,-0.2707100591715976,15,1.5735626220703125e-05,57704.54545454539
multizip_sort,16,0.0001780986785888,55,-0.2707100591715976,15,1.5735626220703125e-05,1031.8181818177547
quick_sort,16,6.222724914550781e-05,54,-0.2707100591715976,15,1.5735626220703125e-05,295.45454545454544
heap_sort,16,2.47955322265625e-05,81,-0.2707100591715976,15,1.5735626220703125e-05,57.57575757575757
merge_sort,16,2.5987625122070312e-05,47,-0.2707100591715976,15,1.5735626220703125e-05,65.15151515151516
corsort,16,0.0098419189453125,47,0.2481590574374079,14,1.5735626220703125e-05,62445.45454545455
multizip_sort,16,0.0001101493835449,50,0.2481590574374079,14,1.5735626220703125e-05,599.999999999861
quick_sort,16,2.09808349609375e-05,51,0.2481590574374079,14,1.5735626220703125e-05,33.33333333333333
heap_sort,16,2.9325485229492188e-05,80,0.2481590574374079,14,1.5735626220703125e-05,86.36363636363636
merge_sort,16,2.789497375488281e-05,47,0.2481590574374079,14,1.5735626220703125e-05,77.27272727272725
corsort,16,0.0101969242095947,45,0.5169366715758468,15,1.5735626220703125e-05,64701.51515151499
multizip_sort,16,0.000112771987915,57,0.5169366715758468,15,1.5735626220703125e-05,616.6666666664185
quick_sort,16,4.792213439941406e-05,58,0.5169366715758468,15,1.5735626220703125e-05,204.54545454545453
heap_sort,16,2.9087066650390625e-05,84,0.5169366715758468,15,1.5735626220703125e-05,84.84848484848484
merge_sort,16,2.7179718017578125e-05,44,0.5169366715758468,15,1.5735626220703125e-05,72.72727272727273
corsort,16,0.0104010105133056,47,0.2592047128129602,14,1.5735626220703125e-05,65998.48484848444
multizip_sort,16,0.0001049041748046,44,0.2592047128129602,14,1.5735626220703125e-05,566.6666666661106
quick_sort,16,1.9073486328125e-05,44,0.2592047128129602,14,1.5735626220703125e-05,21.212121212121215
heap_sort,16,2.813339233398437e-05,81,0.2592047128129602,14,1.5735626220703125e-05,78.78787878787877
merge_sort,16,2.7179718017578125e-05,49,0.2592047128129602,14,1.5735626220703125e-05,72.72727272727273
corsort,16,0.009005069732666,45,-0.0287610619469026,14,1.5735626220703125e-05,57127.272727272626
multizip_sort,16,0.0001020431518554,53,-0.0287610619469026,14,1.5735626220703125e-05,548.4848484844116
quick_sort,16,1.621246337890625e-05,53,-0.0287610619469026,14,1.5735626220703125e-05,3.0303030303030276
heap_sort,16,2.574920654296875e-05,80,-0.0287610619469026,14,1.5735626220703125e-05,63.63636363636365
merge_sort,16,6.985664367675781e-05,44,-0.0287610619469026,14,1.5735626220703125e-05,343.93939393939394
corsort,16,0.0098240375518798,45,0.1229749631811487,14,1.5735626220703125e-05,62331.81818181765
multizip_sort,16,0.0001108646392822,55,0.1229749631811487,14,1.5735626220703125e-05,604.5454545452858
quick_sort,16,1.71661376953125e-05,55,0.1229749631811487,14,1.5735626220703125e-05,9.090909090909083
heap_sort,16,2.813339233398437e-05,83,0.1229749631811487,14,1.5735626220703125e-05,78.78787878787877
merge_sort,16,2.813339233398437e-05,45,0.1229749631811487,14,1.5735626220703125e-05,78.78787878787877
corsort,16,0.0098521709442138,42,0.0088235294117647,15,1.5735626220703125e-05,62510.60606060563
multizip_sort,16,0.0001029968261718,46,0.0088235294117647,15,1.5735626220703125e-05,554.5454545449779
quick_sort,16,1.883506774902344e-05,46,0.0088235294117647,15,1.5735626220703125e-05,19.696969696969724
heap_sort,16,4.291534423828125e-05,78,0.0088235294117647,15,1.5735626220703125e-05,172.72727272727272
merge_sort,16,2.7179718017578125e-05,44,0.0088235294117647,15,1.5735626220703125e-05,72.72727272727273
corsort,16,0.009782075881958,44,-0.0014749262536873,16,1.5735626220703125e-05,62065.151515151454
multizip_sort,16,0.0001163482666015,51,-0.0014749262536873,16,1.5735626220703125e-05,639.3939393935422
quick_sort,16,2.312660217285156e-05,50,-0.0014749262536873,16,1.5735626220703125e-05,46.96969696969695
heap_sort,16,2.9802322387695312e-05,84,-0.0014749262536873,16,1.5735626220703125e-05,89.3939393939394
merge_sort,16,2.789497375488281e-05,47,-0.0014749262536873,16,1.5735626220703125e-05,77.27272727272725
corsort,16,0.0100653171539306,47,-0.5656342182890854,16,1.5735626220703125e-05,63865.151515151105
multizip_sort,16,0.0001149177551269,43,-0.5656342182890854,16,1.5735626220703125e-05,630.3030303026927
quick_sort,16,1.931190490722656e-05,48,-0.5656342182890854,16,1.5735626220703125e-05,22.727272727272705
heap_sort,16,2.813339233398437e-05,78,-0.5656342182890854,16,1.5735626220703125e-05,78.78787878787877
merge_sort,16,2.9802322387695312e-05,48,-0.5656342182890854,16,1.5735626220703125e-05,89.3939393939394
corsort,16,0.0099358558654785,44,0.3820058997050147,15,1.5735626220703125e-05,63042.424242424146
multizip_sort,16,0.0001149177551269,49,0.3820058997050147,15,1.5735626220703125e-05,630.3030303026927
quick_sort,16,2.09808349609375e-05,47,0.3820058997050147,15,1.5735626220703125e-05,33.33333333333333
heap_sort,16,2.8848648071289062e-05,82,0.3820058997050147,15,1.5735626220703125e-05,83.33333333333333
merge_sort,16,2.694129943847656e-05,43,0.3820058997050147,15,1.5735626220703125e-05,71.21212121212119
corsort,16,0.0097780227661132,45,-0.4320531757754801,14,1.5735626220703125e-05,62039.39393939343
multizip_sort,16,0.0001020431518554,44,-0.4320531757754801,14,1.5735626220703125e-05,548.4848484844116
quick_sort,16,2.002716064453125e-05,45,-0.4320531757754801,14,1.5735626220703125e-05,27.27272727272727
heap_sort,16,2.7179718017578125e-05,83,-0.4320531757754801,14,1.5735626220703125e-05,72.72727272727273
merge_sort,16,2.5987625122070312e-05,46,-0.4320531757754801,14,1.5735626220703125e-05,65.15151515151516
corsort,16,0.0097191333770751,44,0.2621861152141802,15,1.5735626220703125e-05,61665.15151515091
multizip_sort,16,0.0001101493835449,46,0.2621861152141802,15,1.5735626220703125e-05,599.999999999861
quick_sort,16,1.883506774902344e-05,45,0.2621861152141802,15,1.5735626220703125e-05,19.696969696969724
heap_sort,16,2.8848648071289062e-05,82,0.2621861152141802,15,1.5735626220703125e-05,83.33333333333333
merge_sort,16,2.789497375488281e-05,44,0.2621861152141802,15,1.5735626220703125e-05,77.27272727272725
corsort,16,0.0104389190673828,47,0.2238586156111928,14,1.5735626220703125e-05,66239.39393939386
multizip_sort,16,0.0001289844512939,62,0.2238586156111928,14,1.5735626220703125e-05,719.6969696966818
quick_sort,16,2.384185791015625e-05,61,0.2238586156111928,14,1.5735626220703125e-05,51.515151515151516
heap_sort,16,3.1948089599609375e-05,83,0.2238586156111928,14,1.5735626220703125e-05,103.03030303030303
merge_sort,16,3.0994415283203125e-05,45,0.2238586156111928,14,1.5735626220703125e-05,96.96969696969697
corsort,16,0.0099551677703857,45,-0.3871681415929203,15,1.5735626220703125e-05,63165.15151515125
multizip_sort,16,0.0001232624053955,64,-0.3871681415929203,15,1.5735626220703125e-05,683.3333333332837
quick_sort,16,2.408027648925781e-05,62,-0.3871681415929203,15,1.5735626220703125e-05,53.030303030303
heap_sort,16,2.9802322387695312e-05,79,-0.3871681415929203,15,1.5735626220703125e-05,89.3939393939394
merge_sort,16,3.0994415283203125e-05,48,-0.3871681415929203,15,1.5735626220703125e-05,96.96969696969697
corsort,16,0.0099062919616699,45,-0.2916053019145802,16,1.5735626220703125e-05,62854.54545454531
multizip_sort,16,0.0001170635223388,47,-0.2916053019145802,16,1.5735626220703125e-05,643.9393939389669
quick_sort,16,1.9073486328125e-05,45,-0.2916053019145802,16,1.5735626220703125e-05,21.212121212121215
heap_sort,16,2.8848648071289062e-05,80,-0.2916053019145802,16,1.5735626220703125e-05,83.33333333333333
merge_sort,16,3.0994415283203125e-05,49,-0.2916053019145802,16,1.5735626220703125e-05,96.96969696969697
corsort,16,0.0103518962860107,46,0.1467551622418879,14,1.5735626220703125e-05,65686.36363636337
multizip_sort,16,0.0001001358032226,47,0.1467551622418879,14,1.5735626220703125e-05,536.3636363632788
quick_sort,16,1.811981201171875e-05,45,0.1467551622418879,14,1.5735626220703125e-05,15.15151515151516
heap_sort,16,2.9802322387695312e-05,80,0.1467551622418879,14,1.5735626220703125e-05,89.3939393939394
merge_sort,16,2.813339233398437e-05,46,0.1467551622418879,14,1.5735626220703125e-05,78.78787878787877
corsort,16,0.0098838806152343,44,-0.3639053254437869,13,1.5735626220703125e-05,62712.121212120735
multizip_sort,16,0.0001091957092285,54,-0.3639053254437869,13,1.5735626220703125e-05,593.9393939392946
quick_sort,16,1.9788742065429688e-05,54,-0.3639053254437869,13,1.5735626220703125e-05,25.757575757575758
heap_sort,16,2.574920654296875e-05,78,-0.3639053254437869,13,1.5735626220703125e-05,63.63636363636365
merge_sort,16,2.7179718017578125e-05,44,-0.3639053254437869,13,1.5735626220703125e-05,72.72727272727273
corsort,16,0.0097122192382812,46,0.1352941176470588,14,1.5735626220703125e-05,61621.21212121181
multizip_sort,16,0.0001013278961181,46,0.1352941176470588,14,1.5735626220703125e-05,543.9393939389868
quick_sort,16,1.9073486328125e-05,46,0.1352941176470588,14,1.5735626220703125e-05,21.212121212121215
heap_sort,16,2.6702880859375e-05,85,0.1352941176470588,14,1.5735626220703125e-05,69.6969696969697
merge_sort,16,2.574920654296875e-05,47,0.1352941176470588,14,1.5735626220703125e-05,63.63636363636365
corsort,16,0.009103775024414,44,-0.0852941176470588,15,1.5735626220703125e-05,57754.545454545056
multizip_sort,16,0.0001020431518554,65,-0.0852941176470588,15,1.5735626220703125e-05,548.4848484844116
quick_sort,16,2.09808349609375e-05,65,-0.0852941176470588,15,1.5735626220703125e-05,33.33333333333333
heap_sort,16,2.694129943847656e-05,86,-0.0852941176470588,15,1.5735626220703125e-05,71.21212121212119
merge_sort,16,6.008148193359375e-05,47,-0.0852941176470588,15,1.5735626220703125e-05,281.8181818181818
corsort,16,0.0087230205535888,45,-0.2886597938144329,16,1.5735626220703125e-05,55334.84848484806
multizip_sort,16,9.512901306152344e-05,44,-0.2886597938144329,16,1.5735626220703125e-05,504.54545454545456
quick_sort,16,1.5735626220703125e-05,45,-0.2886597938144329,16,1.5735626220703125e-05,0.0
heap_sort,16,7.987022399902344e-05,81,-0.2886597938144329,16,1.5735626220703125e-05,407.5757575757576
merge_sort,16,4.291534423828125e-05,48,-0.2886597938144329,16,1.5735626220703125e-05,172.72727272727272
corsort,16,0.0090570449829101,42,0.1980854197349042,15,1.5735626220703125e-05,57457.57575757541
multizip_sort,16,0.000101089477539,45,0.1980854197349042,15,1.5735626220703125e-05,542.4242424238452
quick_sort,16,1.71661376953125e-05,44,0.1980854197349042,15,1.5735626220703125e-05,9.090909090909083
heap_sort,16,2.694129943847656e-05,81,0.1980854197349042,15,1.5735626220703125e-05,71.21212121212119
merge_sort,16,2.574920654296875e-05,47,0.1980854197349042,15,1.5735626220703125e-05,63.63636363636365
corsort,16,0.0099258422851562,46,0.3284241531664212,14,1.5735626220703125e-05,62978.78787878756
multizip_sort,16,0.0001149177551269,56,0.3284241531664212,14,1.5735626220703125e-05,630.3030303026927
quick_sort,16,2.193450927734375e-05,56,0.3284241531664212,14,1.5735626220703125e-05,39.393939393939405
heap_sort,16,2.9087066650390625e-05,80,0.3284241531664212,14,1.5735626220703125e-05,84.84848484848484
merge_sort,16,2.9087066650390625e-05,43,0.3284241531664212,14,1.5735626220703125e-05,84.84848484848484
corsort,16,0.0103721618652343,46,0.2643593519882179,10,1.5735626220703125e-05,65815.15151515105
multizip_sort,16,0.0001230239868164,57,0.2643593519882179,10,1.5735626220703125e-05,681.8181818181421
quick_sort,16,2.193450927734375e-05,57,0.2643593519882179,10,1.5735626220703125e-05,39.393939393939405
heap_sort,16,3.3855438232421875e-05,86,0.2643593519882179,10,1.5735626220703125e-05,115.15151515151514
merge_sort,16,2.9802322387695312e-05,46,0.2643593519882179,10,1.5735626220703125e-05,89.3939393939394
corsort,16,0.0102980136871337,46,0.0309278350515463,16,1.5735626220703125e-05,65343.93939393883
multizip_sort,16,0.0001206398010253,58,0.0309278350515463,16,1.5735626220703125e-05,666.6666666660907
quick_sort,16,2.09808349609375e-05,58,0.0309278350515463,16,1.5735626220703125e-05,33.33333333333333
heap_sort,16,3.0040740966796875e-05,79,0.0309278350515463,16,1.5735626220703125e-05,90.90909090909092
merge_sort,16,3.0040740966796875e-05,44,0.0309278350515463,16,1.5735626220703125e-05,90.90909090909092
corsort,16,0.0102128982543945,45,-0.2256637168141592,13,1.5735626220703125e-05,64803.03030303011
multizip_sort,16,0.0001530647277832,42,-0.2256637168141592,13,1.5735626220703125e-05,872.727272727253
quick_sort,16,1.883506774902344e-05,43,-0.2256637168141592,13,1.5735626220703125e-05,19.696969696969724
heap_sort,16,2.6702880859375e-05,82,-0.2256637168141592,13,1.5735626220703125e-05,69.6969696969697
merge_sort,16,2.5987625122070312e-05,43,-0.2256637168141592,13,1.5735626220703125e-05,65.15151515151516
corsort,16,0.0090630054473876,45,-0.2374631268436577,16,1.5735626220703125e-05,57495.45454545393
multizip_sort,16,0.0001018047332763,66,-0.2374631268436577,16,1.5735626220703125e-05,546.96969696927
quick_sort,16,1.7881393432617188e-05,66,-0.2374631268436577,16,1.5735626220703125e-05,13.636363636363647
heap_sort,16,2.408027648925781e-05,75,-0.2374631268436577,16,1.5735626220703125e-05,53.030303030303
merge_sort,16,2.6226043701171875e-05,46,-0.2374631268436577,16,1.5735626220703125e-05,66.66666666666667
corsort,16,0.0092270374298095,44,0.2256637168141592,13,1.5735626220703125e-05,58537.87878787833
multizip_sort,16,0.0001051425933837,44,0.2256637168141592,13,1.5735626220703125e-05,568.1818181812521
quick_sort,16,1.6689300537109375e-05,44,0.2256637168141592,13,1.5735626220703125e-05,6.060606060606055
heap_sort,16,2.5033950805664062e-05,79,0.2256637168141592,13,1.5735626220703125e-05,59.09090909090908
merge_sort,16,2.574920654296875e-05,47,0.2256637168141592,13,1.5735626220703125e-05,63.63636363636365
corsort,16,0.0091462135314941,46,0.2098674521354933,13,1.5735626220703125e-05,58024.24242424218
multizip_sort,16,0.0001029968261718,46,0.2098674521354933,13,1.5735626220703125e-05,554.5454545449779
quick_sort,16,1.9788742065429688e-05,46,0.2098674521354933,13,1.5735626220703125e-05,25.757575757575758
heap_sort,16,2.5033950805664062e-05,79,0.2098674521354933,13,1.5735626220703125e-05,59.09090909090908
merge_sort,16,2.5272369384765625e-05,46,0.2098674521354933,13,1.5735626220703125e-05,60.606060606060595
corsort,16,0.0093927383422851,44,-0.2032400589101619,16,1.5735626220703125e-05,59590.90909090874
multizip_sort,16,9.79900360107422e-05,51,-0.2032400589101619,16,1.5735626220703125e-05,522.7272727272729
quick_sort,16,1.811981201171875e-05,52,-0.2032400589101619,16,1.5735626220703125e-05,15.15151515151516
heap_sort,16,2.47955322265625e-05,83,-0.2032400589101619,16,1.5735626220703125e-05,57.57575757575757
merge_sort,16,2.5987625122070312e-05,45,-0.2032400589101619,16,1.5735626220703125e-05,65.15151515151516
corsort,16,0.0095791816711425,46,0.1435935198821796,14,1.5735626220703125e-05,60775.757575757074
multizip_sort,16,0.0001020431518554,50,0.1435935198821796,14,1.5735626220703125e-05,548.4848484844116
quick_sort,16,1.931190490722656e-05,50,0.1435935198821796,14,1.5735626220703125e-05,22.727272727272705
heap_sort,16,2.574920654296875e-05,83,0.1435935198821796,14,1.5735626220703125e-05,63.63636363636365
merge_sort,16,2.5033950805664062e-05,44,0.1435935198821796,14,1.5735626220703125e-05,59.09090909090908
corsort,16,0.0091388225555419,44,-0.1833578792341679,14,1.5735626220703125e-05,57977.272727272146
multizip_sort,16,0.0001029968261718,49,-0.1833578792341679,14,1.5735626220703125e-05,554.5454545449779
quick_sort,16,1.9788742065429688e-05,48,-0.1833578792341679,14,1.5735626220703125e-05,25.757575757575758
heap_sort,16,2.408027648925781e-05,79,-0.1833578792341679,14,1.5735626220703125e-05,53.030303030303
merge_sort,16,7.414817810058594e-05,45,-0.1833578792341679,14,1.5735626220703125e-05,371.2121212121212
corsort,16,0.0086040496826171,45,0.1678939617083946,14,1.5735626220703125e-05,54578.78787878733
multizip_sort,16,9.989738464355467e-05,50,0.1678939617083946,14,1.5735626220703125e-05,534.8484848484848
quick_sort,16,1.5735626220703125e-05,48,0.1678939617083946,14,1.5735626220703125e-05,0.0
heap_sort,16,2.694129943847656e-05,83,0.1678939617083946,14,1.5735626220703125e-05,71.21212121212119
merge_sort,16,2.694129943847656e-05,47,0.1678939617083946,14,1.5735626220703125e-05,71.21212121212119
corsort,16,0.0100758075714111,46,0.1147058823529411,15,1.5735626220703125e-05,63931.81818181797
multizip_sort,16,9.918212890625e-05,49,0.1147058823529411,15,1.5735626220703125e-05,530.3030303030303
quick_sort,16,2.002716064453125e-05,49,0.1147058823529411,15,1.5735626220703125e-05,27.27272727272727
heap_sort,16,2.789497375488281e-05,85,0.1147058823529411,15,1.5735626220703125e-05,77.27272727272725
merge_sort,16,2.5033950805664062e-05,41,0.1147058823529411,15,1.5735626220703125e-05,59.09090909090908
corsort,16,0.00944185256958,46,0.0532544378698224,14,1.5735626220703125e-05,59903.03030302981
multizip_sort,16,0.000108003616333,59,0.0532544378698224,14,1.5735626220703125e-05,586.3636363635868
quick_sort,16,2.09808349609375e-05,65,0.0532544378698224,14,1.5735626220703125e-05,33.33333333333333
heap_sort,16,2.7179718017578125e-05,84,0.0532544378698224,14,1.5735626220703125e-05,72.72727272727273
merge_sort,16,2.813339233398437e-05,46,0.0532544378698224,14,1.5735626220703125e-05,78.78787878787877
corsort,16,0.0095429420471191,43,-0.2117647058823529,15,1.5735626220703125e-05,60545.45454545429
multizip_sort,16,0.0001509189605712,73,-0.2117647058823529,15,1.5735626220703125e-05,859.0909090903431
quick_sort,16,1.9073486328125e-05,73,-0.2117647058823529,15,1.5735626220703125e-05,21.212121212121215
heap_sort,16,3.0994415283203125e-05,77,-0.2117647058823529,15,1.5735626220703125e-05,96.96969696969697
merge_sort,16,2.5987625122070312e-05,44,-0.2117647058823529,15,1.5735626220703125e-05,65.15151515151516
corsort,16,0.0085489749908447,43,-0.3775811209439527,14,1.5735626220703125e-05,54228.78787878771
multizip_sort,16,0.0002260208129882,47,-0.3775811209439527,14,1.5735626220703125e-05,1336.36363636312
quick_sort,16,1.9073486328125e-05,47,-0.3775811209439527,14,1.5735626220703125e-05,21.212121212121215
heap_sort,16,2.5272369384765625e-05,78,-0.3775811209439527,14,1.5735626220703125e-05,60.606060606060595
merge_sort,16,2.6226043701171875e-05,46,-0.3775811209439527,14,1.5735626220703125e-05,66.66666666666667
corsort,16,0.0092990398406982,44,-0.2444771723122238,15,1.5735626220703125e-05,58995.454545454275
multizip_sort,16,9.894371032714844e-05,45,-0.2444771723122238,15,1.5735626220703125e-05,528.7878787878788
quick_sort,16,1.811981201171875e-05,44,-0.2444771723122238,15,1.5735626220703125e-05,15.15151515151516
heap_sort,16,2.574920654296875e-05,79,-0.2444771723122238,15,1.5735626220703125e-05,63.63636363636365
merge_sort,16,2.5987625122070312e-05,46,-0.2444771723122238,15,1.5735626220703125e-05,65.15151515151516
corsort,16,0.0100319385528564,46,-0.219440353460972,15,1.5735626220703125e-05,63653.03030303001
multizip_sort,16,0.000112771987915,44,-0.219440353460972,15,1.5735626220703125e-05,616.6666666664185
quick_sort,16,2.2172927856445312e-05,45,-0.219440353460972,15,1.5735626220703125e-05,40.90909090909092
heap_sort,16,2.8848648071289062e-05,76,-0.219440353460972,15,1.5735626220703125e-05,83.33333333333333
merge_sort,16,3.123283386230469e-05,47,-0.219440353460972,15,1.5735626220703125e-05,98.48484848484848
corsort,16,0.0097050666809082,44,-0.3446244477172312,15,1.5735626220703125e-05,61575.757575757554
multizip_sort,16,0.0001161098480224,49,-0.3446244477172312,15,1.5735626220703125e-05,637.8787878784007
quick_sort,16,1.883506774902344e-05,48,-0.3446244477172312,15,1.5735626220703125e-05,19.696969696969724
heap_sort,16,2.813339233398437e-05,79,-0.3446244477172312,15,1.5735626220703125e-05,78.78787878787877
merge_sort,16,3.0040740966796875e-05,47,-0.3446244477172312,15,1.5735626220703125e-05,90.90909090909092
corsort,16,0.0098469257354736,45,0.3323529411764706,16,1.5735626220703125e-05,62477.27272727252
multizip_sort,16,0.000119924545288,50,0.3323529411764706,16,1.5735626220703125e-05,662.121212120666
quick_sort,16,2.002716064453125e-05,50,0.3323529411764706,16,1.5735626220703125e-05,27.27272727272727
heap_sort,16,2.6702880859375e-05,79,0.3323529411764706,16,1.5735626220703125e-05,69.6969696969697
merge_sort,16,2.789497375488281e-05,48,0.3323529411764706,16,1.5735626220703125e-05,77.27272727272725
corsort,16,0.0094997882843017,43,0.1045655375552282,16,1.5735626220703125e-05,60271.21212121176
multizip_sort,16,0.000101089477539,45,0.1045655375552282,16,1.5735626220703125e-05,542.4242424238452
quick_sort,16,1.883506774902344e-05,44,0.1045655375552282,16,1.5735626220703125e-05,19.696969696969724
heap_sort,16,2.789497375488281e-05,82,0.1045655375552282,16,1.5735626220703125e-05,77.27272727272725
merge_sort,16,2.574920654296875e-05,46,0.1045655375552282,16,1.5735626220703125e-05,63.63636363636365
corsort,16,0.0091238021850585,45,-0.0523598820058996,14,1.5735626220703125e-05,57881.81818181759
multizip_sort,16,0.0001001358032226,55,-0.0523598820058996,14,1.5735626220703125e-05,536.3636363632788
quick_sort,16,1.6927719116210938e-05,54,-0.0523598820058996,14,1.5735626220703125e-05,7.575757575757569
heap_sort,16,2.47955322265625e-05,80,-0.0523598820058996,14,1.5735626220703125e-05,57.57575757575757
merge_sort,16,2.5033950805664062e-05,47,-0.0523598820058996,14,1.5735626220703125e-05,59.09090909090908
corsort,16,0.0092909336090087,45,0.0670103092783505,14,1.5735626220703125e-05,58943.93939393883
multizip_sort,16,0.0001041889190673,46,0.0670103092783505,14,1.5735626220703125e-05,562.1212121206859
quick_sort,16,1.931190490722656e-05,47,0.0670103092783505,14,1.5735626220703125e-05,22.727272727272705
heap_sort,16,7.224082946777344e-05,79,0.0670103092783505,14,1.5735626220703125e-05,359.09090909090907
merge_sort,16,2.574920654296875e-05,48,0.0670103092783505,14,1.5735626220703125e-05,63.63636363636365
corsort,16,0.0093331336975097,45,0.3647058823529411,13,1.5735626220703125e-05,59212.121212120794
multizip_sort,16,0.0001897811889648,56,0.3647058823529411,13,1.5735626220703125e-05,1106.0606060603282
quick_sort,16,2.002716064453125e-05,56,0.3647058823529411,13,1.5735626220703125e-05,27.27272727272727
heap_sort,16,2.813339233398437e-05,83,0.3647058823529411,13,1.5735626220703125e-05,78.78787878787877
merge_sort,16,2.7179718017578125e-05,48,0.3647058823529411,13,1.5735626220703125e-05,72.72727272727273
corsort,16,0.0088381767272949,44,0.1558823529411764,16,1.5735626220703125e-05,56066.666666666526
multizip_sort,16,9.79900360107422e-05,59,0.1558823529411764,16,1.5735626220703125e-05,522.7272727272729
quick_sort,16,2.09808349609375e-05,59,0.1558823529411764,16,1.5735626220703125e-05,33.33333333333333
heap_sort,16,2.5033950805664062e-05,80,0.1558823529411764,16,1.5735626220703125e-05,59.09090909090908
merge_sort,16,2.574920654296875e-05,47,0.1558823529411764,16,1.5735626220703125e-05,63.63636363636365
corsort,16,0.0094048976898193,43,0.0051546391752577,15,1.5735626220703125e-05,59668.18181818158
multizip_sort,16,9.822845458984376e-05,46,0.0051546391752577,15,1.5735626220703125e-05,524.2424242424244
quick_sort,16,1.7881393432617188e-05,48,0.0051546391752577,15,1.5735626220703125e-05,13.636363636363647
