algorithm,list_size,time,comparisons,spearman,classification_error
multizip_sort,8,0.00010085105895996094,20,-0.14285714285714288,6
quick_sort,8,1.2874603271484375e-05,20,-0.14285714285714288,6
heap_sort,8,1.4781951904296875e-05,27,-0.14285714285714288,6
merge_sort,8,1.621246337890625e-05,16,-0.14285714285714288,6
corsort,8,0.0020728111267089844,16,0.523809523809524,6
multizip_sort,8,9.918212890625e-05,16,0.523809523809524,6
quick_sort,8,1.2874603271484375e-05,16,0.523809523809524,6
heap_sort,8,1.4781951904296875e-05,26,0.523809523809524,6
merge_sort,8,1.5974044799804688e-05,17,0.523809523809524,6
corsort,8,0.00203704833984375,16,0.5963855421686747,7
multizip_sort,8,9.870529174804688e-05,21,0.5963855421686747,7
quick_sort,8,1.1920928955078125e-05,17,0.5963855421686747,7
heap_sort,8,1.5735626220703125e-05,26,0.5963855421686747,7
merge_sort,8,1.5020370483398438e-05,14,0.5963855421686747,7
corsort,8,0.0019769668579101562,15,0.38095238095238104,8
multizip_sort,8,0.00010204315185546875,14,0.38095238095238104,8
quick_sort,8,1.3113021850585938e-05,14,0.38095238095238104,8
heap_sort,8,1.5020370483398438e-05,27,0.38095238095238104,8
merge_sort,8,1.5735626220703125e-05,16,0.38095238095238104,8
corsort,8,0.001984119415283203,16,0.4761904761904762,6
multizip_sort,8,0.00010180473327636719,14,0.4761904761904762,6
quick_sort,8,1.1682510375976562e-05,14,0.4761904761904762,6
heap_sort,8,1.5974044799804688e-05,25,0.4761904761904762,6
merge_sort,8,1.621246337890625e-05,16,0.4761904761904762,6
corsort,8,0.0018579959869384766,15,-0.25301204819277107,8
multizip_sort,8,9.918212890625e-05,14,-0.25301204819277107,8
quick_sort,8,1.2159347534179688e-05,13,-0.25301204819277107,8
heap_sort,8,1.4066696166992188e-05,24,-0.25301204819277107,8
merge_sort,8,1.5974044799804688e-05,15,-0.25301204819277107,8
corsort,8,0.001981973648071289,16,-0.4761904761904762,8
multizip_sort,8,0.00011086463928222656,18,-0.4761904761904762,8
quick_sort,8,1.3828277587890625e-05,18,-0.4761904761904762,8
heap_sort,8,1.5020370483398438e-05,25,-0.4761904761904762,8
merge_sort,8,1.6927719116210938e-05,16,-0.4761904761904762,8
corsort,8,0.0018911361694335938,15,0.023809523809523815,8
multizip_sort,8,0.00010204315185546875,15,0.023809523809523815,8
quick_sort,8,1.3828277587890625e-05,15,0.023809523809523815,8
heap_sort,8,1.5020370483398438e-05,25,0.023809523809523815,8
merge_sort,8,1.5735626220703125e-05,17,0.023809523809523815,8
corsort,8,0.0018448829650878906,15,0.8333333333333335,6
multizip_sort,8,9.918212890625e-05,14,0.8333333333333335,6
quick_sort,8,1.2874603271484375e-05,14,0.8333333333333335,6
heap_sort,8,1.5020370483398438e-05,26,0.8333333333333335,6
merge_sort,8,1.5974044799804688e-05,13,0.8333333333333335,6
corsort,8,0.00185394287109375,15,-0.19047619047619052,6
multizip_sort,8,9.274482727050781e-05,15,-0.19047619047619052,6
quick_sort,8,1.4066696166992188e-05,15,-0.19047619047619052,6
heap_sort,8,1.430511474609375e-05,24,-0.19047619047619052,6
merge_sort,8,1.6927719116210938e-05,16,-0.19047619047619052,6
corsort,8,0.0018999576568603516,15,0.38095238095238104,6
multizip_sort,8,0.0001010894775390625,16,0.38095238095238104,6
quick_sort,8,1.3113021850585938e-05,16,0.38095238095238104,6
heap_sort,8,1.5020370483398438e-05,24,0.38095238095238104,6
merge_sort,8,1.6927719116210938e-05,17,0.38095238095238104,6
corsort,8,0.0019118785858154297,15,-0.19277108433734938,8
multizip_sort,8,0.00010180473327636719,15,-0.19277108433734938,8
quick_sort,8,1.4066696166992188e-05,16,-0.19277108433734938,8
heap_sort,8,1.430511474609375e-05,24,-0.19277108433734938,8
merge_sort,8,1.6927719116210938e-05,17,-0.19277108433734938,8
corsort,8,0.0018749237060546875,15,-0.4523809523809524,8
multizip_sort,8,9.202957153320312e-05,14,-0.4523809523809524,8
quick_sort,8,1.1920928955078125e-05,14,-0.4523809523809524,8
heap_sort,8,1.4066696166992188e-05,25,-0.4523809523809524,8
merge_sort,8,1.5735626220703125e-05,16,-0.4523809523809524,8
corsort,8,0.0020890235900878906,16,0.17469879518072287,5
multizip_sort,8,0.0001049041748046875,18,0.17469879518072287,5
quick_sort,8,1.4066696166992188e-05,18,0.17469879518072287,5
heap_sort,8,1.71661376953125e-05,26,0.17469879518072287,5
merge_sort,8,1.621246337890625e-05,16,0.17469879518072287,5
corsort,16,0.01044011116027832,46,0.25588235294117645,15
multizip_sort,16,0.00011706352233886719,43,0.25588235294117645,15
quick_sort,16,2.002716064453125e-05,43,0.25588235294117645,15
heap_sort,16,3.0994415283203125e-05,82,0.25588235294117645,15
merge_sort,16,5.507469177246094e-05,46,0.25588235294117645,15
corsort,16,0.010272026062011719,45,0.12962962962962962,13
multizip_sort,16,0.0001251697540283203,70,0.12962962962962962,13
quick_sort,16,2.5272369384765625e-05,73,0.12962962962962962,13
heap_sort,16,3.0994415283203125e-05,83,0.12962962962962962,13
merge_sort,16,3.266334533691406e-05,47,0.12962962962962962,13
corsort,16,0.010519981384277344,45,0.010385756676557863,11
multizip_sort,16,0.00010704994201660156,47,0.010385756676557863,11
quick_sort,16,1.8835067749023438e-05,43,0.010385756676557863,11
heap_sort,16,2.7894973754882812e-05,82,0.010385756676557863,11
merge_sort,16,2.9802322387695312e-05,48,0.010385756676557863,11
corsort,16,0.009121179580688477,45,-0.0029411764705882353,14
multizip_sort,16,9.584426879882812e-05,42,-0.0029411764705882353,14
quick_sort,16,1.8358230590820312e-05,42,-0.0029411764705882353,14
heap_sort,16,2.5987625122070312e-05,79,-0.0029411764705882353,14
merge_sort,16,2.7179718017578125e-05,45,-0.0029411764705882353,14
corsort,16,0.008828163146972656,44,0.12463126843657815,14
multizip_sort,16,9.703636169433594e-05,44,0.12463126843657815,14
quick_sort,16,1.7881393432617188e-05,46,0.12463126843657815,14
heap_sort,16,2.6941299438476562e-05,83,0.12463126843657815,14
merge_sort,16,3.218650817871094e-05,47,0.12463126843657815,14
corsort,16,0.00885462760925293,42,-0.37296898079763663,16
multizip_sort,16,0.0001010894775390625,43,-0.37296898079763663,16
quick_sort,16,1.8835067749023438e-05,44,-0.37296898079763663,16
heap_sort,16,2.4080276489257812e-05,80,-0.37296898079763663,16
merge_sort,16,2.5033950805664062e-05,42,-0.37296898079763663,16
corsort,16,0.009152889251708984,44,0.09705882352941177,15
multizip_sort,16,0.00013494491577148438,43,0.09705882352941177,15
quick_sort,16,1.71661376953125e-05,43,0.09705882352941177,15
heap_sort,16,0.00010895729064941406,82,0.09705882352941177,15
merge_sort,16,2.7179718017578125e-05,48,0.09705882352941177,15
corsort,16,0.008763790130615234,45,-0.13696612665684832,16
multizip_sort,16,0.00015115737915039062,56,-0.13696612665684832,16
quick_sort,16,2.09808349609375e-05,56,-0.13696612665684832,16
heap_sort,16,2.6226043701171875e-05,86,-0.13696612665684832,16
merge_sort,16,2.6226043701171875e-05,44,-0.13696612665684832,16
corsort,16,0.06344890594482422,45,-0.38235294117647056,16
multizip_sort,16,0.000125885009765625,51,-0.38235294117647056,16
quick_sort,16,1.7881393432617188e-05,51,-0.38235294117647056,16
heap_sort,16,2.9802322387695312e-05,80,-0.38235294117647056,16
merge_sort,16,3.1948089599609375e-05,46,-0.38235294117647056,16
corsort,16,0.011748075485229492,45,0.3558823529411765,15
multizip_sort,16,0.0003058910369873047,49,0.3558823529411765,15
quick_sort,16,0.00011992454528808594,49,0.3558823529411765,15
heap_sort,16,3.2901763916015625e-05,83,0.3558823529411765,15
merge_sort,16,3.0994415283203125e-05,44,0.3558823529411765,15
corsort,16,0.010385990142822266,45,0.3072378138847858,14
multizip_sort,16,0.00012373924255371094,44,0.3072378138847858,14
quick_sort,16,1.9788742065429688e-05,44,0.3072378138847858,14
heap_sort,16,3.218650817871094e-05,79,0.3072378138847858,14
merge_sort,16,3.0994415283203125e-05,44,0.3072378138847858,14
corsort,16,0.010256767272949219,44,-0.0058823529411764705,14
multizip_sort,16,0.00011897087097167969,53,-0.0058823529411764705,14
quick_sort,16,2.09808349609375e-05,53,-0.0058823529411764705,14
heap_sort,16,3.0994415283203125e-05,81,-0.0058823529411764705,14
merge_sort,16,3.218650817871094e-05,46,-0.0058823529411764705,14
corsort,16,0.010100364685058594,44,0.16764705882352943,16
multizip_sort,16,0.000125885009765625,47,0.16764705882352943,16
quick_sort,16,2.193450927734375e-05,47,0.16764705882352943,16
heap_sort,16,3.1948089599609375e-05,85,0.16764705882352943,16
merge_sort,16,3.218650817871094e-05,46,0.16764705882352943,16
corsort,16,0.010258197784423828,44,-0.3107511045655375,15
multizip_sort,16,0.00011301040649414062,40,-0.3107511045655375,15
quick_sort,16,1.8835067749023438e-05,39,-0.3107511045655375,15
heap_sort,16,2.9802322387695312e-05,77,-0.3107511045655375,15
merge_sort,16,3.1948089599609375e-05,43,-0.3107511045655375,15
corsort,16,0.010024070739746094,43,-0.17625368731563418,16
multizip_sort,16,0.0001201629638671875,47,-0.17625368731563418,16
quick_sort,16,2.0265579223632812e-05,46,-0.17625368731563418,16
heap_sort,16,3.1948089599609375e-05,81,-0.17625368731563418,16
merge_sort,16,3.1948089599609375e-05,48,-0.17625368731563418,16
corsort,16,0.010097980499267578,44,-0.032352941176470584,13
multizip_sort,16,0.0001201629638671875,58,-0.032352941176470584,13
quick_sort,16,2.09808349609375e-05,58,-0.032352941176470584,13
heap_sort,16,3.218650817871094e-05,77,-0.032352941176470584,13
merge_sort,16,3.0994415283203125e-05,46,-0.032352941176470584,13
corsort,16,0.00991368293762207,42,0.26176470588235295,16
multizip_sort,16,0.00012087821960449219,48,0.26176470588235295,16
quick_sort,16,2.3126602172851562e-05,48,0.26176470588235295,16
heap_sort,16,3.218650817871094e-05,81,0.26176470588235295,16
merge_sort,16,3.0994415283203125e-05,45,0.26176470588235295,16
corsort,16,0.010245323181152344,44,0.37941176470588234,14
multizip_sort,16,0.00012803077697753906,72,0.37941176470588234,14
quick_sort,16,2.7179718017578125e-05,72,0.37941176470588234,14
heap_sort,16,3.0994415283203125e-05,79,0.37941176470588234,14
merge_sort,16,3.1948089599609375e-05,42,0.37941176470588234,14
corsort,16,0.010272026062011719,46,-0.014705882352941175,15
multizip_sort,16,0.00011968612670898438,61,-0.014705882352941175,15
quick_sort,16,2.09808349609375e-05,61,-0.014705882352941175,15
heap_sort,16,3.0994415283203125e-05,82,-0.014705882352941175,15
merge_sort,16,3.1948089599609375e-05,46,-0.014705882352941175,15
corsort,16,0.010308980941772461,47,0.564540059347181,14
multizip_sort,16,0.00011992454528808594,61,0.564540059347181,14
quick_sort,16,2.384185791015625e-05,60,0.564540059347181,14
heap_sort,16,3.1948089599609375e-05,82,0.564540059347181,14
merge_sort,16,3.0994415283203125e-05,43,0.564540059347181,14
corsort,16,0.01017904281616211,45,-0.7772861356932153,15
multizip_sort,16,0.00010704994201660156,56,-0.7772861356932153,15
quick_sort,16,2.09808349609375e-05,58,-0.7772861356932153,15
heap_sort,16,2.7179718017578125e-05,79,-0.7772861356932153,15
merge_sort,16,3.0040740966796875e-05,44,-0.7772861356932153,15
corsort,16,0.010422945022583008,47,0.1264705882352941,16
multizip_sort,16,0.00011181831359863281,52,0.1264705882352941,16
quick_sort,16,1.9073486328125e-05,52,0.1264705882352941,16
heap_sort,16,2.8848648071289062e-05,80,0.1264705882352941,16
merge_sort,16,3.0994415283203125e-05,45,0.1264705882352941,16
corsort,16,0.009901762008666992,44,-0.2234513274336283,16
multizip_sort,16,0.00010895729064941406,54,-0.2234513274336283,16
quick_sort,16,1.5974044799804688e-05,52,-0.2234513274336283,16
heap_sort,16,2.6226043701171875e-05,80,-0.2234513274336283,16
merge_sort,16,2.47955322265625e-05,43,-0.2234513274336283,16
corsort,16,0.009150028228759766,45,-0.2522123893805309,15
multizip_sort,16,0.00010013580322265625,51,-0.2522123893805309,15
quick_sort,16,4.673004150390625e-05,45,-0.2522123893805309,15
heap_sort,16,2.6941299438476562e-05,80,-0.2522123893805309,15
merge_sort,16,2.6226043701171875e-05,46,-0.2522123893805309,15
corsort,16,0.009412050247192383,45,0.011061946902654865,14
multizip_sort,16,0.0003120899200439453,49,0.011061946902654865,14
quick_sort,16,1.7881393432617188e-05,50,0.011061946902654865,14
heap_sort,16,2.5987625122070312e-05,79,0.011061946902654865,14
merge_sort,16,2.5987625122070312e-05,47,0.011061946902654865,14
corsort,16,0.009434938430786133,45,0.3694690265486725,14
multizip_sort,16,9.894371032714844e-05,46,0.3694690265486725,14
quick_sort,16,1.9073486328125e-05,46,0.3694690265486725,14
heap_sort,16,2.5987625122070312e-05,78,0.3694690265486725,14
merge_sort,16,2.574920654296875e-05,46,0.3694690265486725,14
corsort,16,0.009860038757324219,45,0.014705882352941175,16
multizip_sort,16,0.00010585784912109375,49,0.014705882352941175,16
quick_sort,16,1.7881393432617188e-05,49,0.014705882352941175,16
heap_sort,16,2.6941299438476562e-05,80,0.014705882352941175,16
merge_sort,16,2.6226043701171875e-05,48,0.014705882352941175,16
corsort,16,0.009644031524658203,47,-0.29411764705882354,15
multizip_sort,16,0.00012087821960449219,75,-0.29411764705882354,15
quick_sort,16,5.2928924560546875e-05,75,-0.29411764705882354,15
heap_sort,16,2.5033950805664062e-05,80,-0.29411764705882354,15
merge_sort,16,2.5987625122070312e-05,47,-0.29411764705882354,15
corsort,16,0.010053157806396484,46,-0.2783505154639175,16
multizip_sort,16,0.00011396408081054688,54,-0.2783505154639175,16
quick_sort,16,1.7881393432617188e-05,55,-0.2783505154639175,16
heap_sort,16,2.7894973754882812e-05,80,-0.2783505154639175,16
merge_sort,16,2.7894973754882812e-05,44,-0.2783505154639175,16
corsort,16,0.01046895980834961,48,0.4203539823008849,13
multizip_sort,16,0.00010204315185546875,59,0.4203539823008849,13
quick_sort,16,2.09808349609375e-05,61,0.4203539823008849,13
heap_sort,16,2.6941299438476562e-05,79,0.4203539823008849,13
merge_sort,16,2.574920654296875e-05,46,0.4203539823008849,13
corsort,16,0.009580612182617188,45,-0.39911634756995584,15
multizip_sort,16,0.00010228157043457031,51,-0.39911634756995584,15
quick_sort,16,2.002716064453125e-05,54,-0.39911634756995584,15
heap_sort,16,9.417533874511719e-05,78,-0.39911634756995584,15
merge_sort,16,2.7179718017578125e-05,48,-0.39911634756995584,15
corsort,16,0.009446859359741211,46,-0.20913107511045653,16
multizip_sort,16,0.00010585784912109375,58,-0.20913107511045653,16
quick_sort,16,1.6927719116210938e-05,62,-0.20913107511045653,16
heap_sort,16,2.6941299438476562e-05,82,-0.20913107511045653,16
merge_sort,16,2.5987625122070312e-05,46,-0.20913107511045653,16
corsort,16,0.009064912796020508,44,0.2131268436578171,15
multizip_sort,16,0.0001659393310546875,47,0.2131268436578171,15
quick_sort,16,1.7881393432617188e-05,48,0.2131268436578171,15
heap_sort,16,2.47955322265625e-05,79,0.2131268436578171,15
merge_sort,16,2.6226043701171875e-05,46,0.2131268436578171,15
corsort,16,0.009198904037475586,45,-0.014705882352941175,15
multizip_sort,16,9.608268737792969e-05,44,-0.014705882352941175,15
quick_sort,16,1.6927719116210938e-05,44,-0.014705882352941175,15
heap_sort,16,2.6702880859375e-05,80,-0.014705882352941175,15
merge_sort,16,2.5272369384765625e-05,43,-0.014705882352941175,15
corsort,16,0.009721040725708008,47,-0.20176730486008834,14
multizip_sort,16,0.000102996826171875,48,-0.20176730486008834,14
quick_sort,16,1.5974044799804688e-05,42,-0.20176730486008834,14
heap_sort,16,2.6226043701171875e-05,81,-0.20176730486008834,14
merge_sort,16,2.6226043701171875e-05,45,-0.20176730486008834,14
corsort,16,0.008889913558959961,44,-0.18529411764705883,16
multizip_sort,16,9.703636169433594e-05,47,-0.18529411764705883,16
quick_sort,16,1.6689300537109375e-05,47,-0.18529411764705883,16
heap_sort,16,2.7179718017578125e-05,82,-0.18529411764705883,16
merge_sort,16,2.5033950805664062e-05,45,-0.18529411764705883,16
corsort,16,0.010311126708984375,50,-0.3029411764705882,16
multizip_sort,16,0.00010991096496582031,69,-0.3029411764705882,16
quick_sort,16,1.71661376953125e-05,69,-0.3029411764705882,16
heap_sort,16,2.5987625122070312e-05,80,-0.3029411764705882,16
merge_sort,16,2.6226043701171875e-05,48,-0.3029411764705882,16
corsort,16,0.010286092758178711,46,0.020618556701030927,15
multizip_sort,16,0.00010323524475097656,50,0.020618556701030927,15
quick_sort,16,2.09808349609375e-05,48,0.020618556701030927,15
heap_sort,16,2.6941299438476562e-05,80,0.020618556701030927,15
merge_sort,16,2.6941299438476562e-05,46,0.020618556701030927,15
corsort,16,0.01042032241821289,47,0.3895434462444772,12
multizip_sort,16,0.00010800361633300781,47,0.3895434462444772,12
quick_sort,16,2.002716064453125e-05,48,0.3895434462444772,12
heap_sort,16,2.7179718017578125e-05,77,0.3895434462444772,12
merge_sort,16,2.8133392333984375e-05,45,0.3895434462444772,12
corsort,16,0.00999760627746582,45,0.19440353460972018,14
multizip_sort,16,0.00010395050048828125,49,0.19440353460972018,14
quick_sort,16,1.6927719116210938e-05,49,0.19440353460972018,14
heap_sort,16,2.6941299438476562e-05,86,0.19440353460972018,14
merge_sort,16,2.5987625122070312e-05,46,0.19440353460972018,14
corsort,16,0.009316682815551758,46,-0.15316642120765833,15
multizip_sort,16,0.00010204315185546875,64,-0.15316642120765833,15
quick_sort,16,1.5974044799804688e-05,62,-0.15316642120765833,15
heap_sort,16,2.5033950805664062e-05,79,-0.15316642120765833,15
merge_sort,16,2.574920654296875e-05,46,-0.15316642120765833,15
corsort,16,0.008867979049682617,45,0.28613569321533916,16
multizip_sort,16,0.00010013580322265625,47,0.28613569321533916,16
quick_sort,16,2.002716064453125e-05,49,0.28613569321533916,16
heap_sort,16,2.574920654296875e-05,81,0.28613569321533916,16
merge_sort,16,2.574920654296875e-05,47,0.28613569321533916,16
corsort,16,0.009346961975097656,47,0.11176470588235293,16
multizip_sort,16,0.00014281272888183594,47,0.11176470588235293,16
quick_sort,16,1.9073486328125e-05,47,0.11176470588235293,16
heap_sort,16,2.5987625122070312e-05,82,0.11176470588235293,16
merge_sort,16,2.574920654296875e-05,48,0.11176470588235293,16
corsort,16,0.009351968765258789,46,0.37536873156342176,15
multizip_sort,16,0.00010514259338378906,51,0.37536873156342176,15
quick_sort,16,2.002716064453125e-05,54,0.37536873156342176,15
heap_sort,16,2.6702880859375e-05,82,0.37536873156342176,15
merge_sort,16,2.5987625122070312e-05,45,0.37536873156342176,15
corsort,16,0.009095907211303711,46,-0.27071005917159763,15
multizip_sort,16,0.0001780986785888672,55,-0.27071005917159763,15
quick_sort,16,6.222724914550781e-05,54,-0.27071005917159763,15
heap_sort,16,2.47955322265625e-05,81,-0.27071005917159763,15
merge_sort,16,2.5987625122070312e-05,47,-0.27071005917159763,15
corsort,16,0.0098419189453125,47,0.24815905743740793,14
multizip_sort,16,0.00011014938354492188,50,0.24815905743740793,14
quick_sort,16,2.09808349609375e-05,51,0.24815905743740793,14
heap_sort,16,2.9325485229492188e-05,80,0.24815905743740793,14
merge_sort,16,2.7894973754882812e-05,47,0.24815905743740793,14
corsort,16,0.010196924209594727,45,0.5169366715758468,15
multizip_sort,16,0.00011277198791503906,57,0.5169366715758468,15
quick_sort,16,4.792213439941406e-05,58,0.5169366715758468,15
heap_sort,16,2.9087066650390625e-05,84,0.5169366715758468,15
merge_sort,16,2.7179718017578125e-05,44,0.5169366715758468,15
corsort,16,0.010401010513305664,47,0.2592047128129602,14
multizip_sort,16,0.0001049041748046875,44,0.2592047128129602,14
quick_sort,16,1.9073486328125e-05,44,0.2592047128129602,14
heap_sort,16,2.8133392333984375e-05,81,0.2592047128129602,14
merge_sort,16,2.7179718017578125e-05,49,0.2592047128129602,14
corsort,16,0.009005069732666016,45,-0.02876106194690265,14
multizip_sort,16,0.00010204315185546875,53,-0.02876106194690265,14
quick_sort,16,1.621246337890625e-05,53,-0.02876106194690265,14
heap_sort,16,2.574920654296875e-05,80,-0.02876106194690265,14
merge_sort,16,6.985664367675781e-05,44,-0.02876106194690265,14
corsort,16,0.009824037551879883,45,0.12297496318114874,14
multizip_sort,16,0.00011086463928222656,55,0.12297496318114874,14
quick_sort,16,1.71661376953125e-05,55,0.12297496318114874,14
heap_sort,16,2.8133392333984375e-05,83,0.12297496318114874,14
merge_sort,16,2.8133392333984375e-05,45,0.12297496318114874,14
corsort,16,0.009852170944213867,42,0.008823529411764706,15
multizip_sort,16,0.000102996826171875,46,0.008823529411764706,15
quick_sort,16,1.8835067749023438e-05,46,0.008823529411764706,15
heap_sort,16,4.291534423828125e-05,78,0.008823529411764706,15
merge_sort,16,2.7179718017578125e-05,44,0.008823529411764706,15
corsort,16,0.009782075881958008,44,-0.0014749262536873154,16
multizip_sort,16,0.0001163482666015625,51,-0.0014749262536873154,16
quick_sort,16,2.3126602172851562e-05,50,-0.0014749262536873154,16
heap_sort,16,2.9802322387695312e-05,84,-0.0014749262536873154,16
merge_sort,16,2.7894973754882812e-05,47,-0.0014749262536873154,16
corsort,16,0.010065317153930664,47,-0.5656342182890854,16
multizip_sort,16,0.00011491775512695312,43,-0.5656342182890854,16
quick_sort,16,1.9311904907226562e-05,48,-0.5656342182890854,16
heap_sort,16,2.8133392333984375e-05,78,-0.5656342182890854,16
merge_sort,16,2.9802322387695312e-05,48,-0.5656342182890854,16
corsort,16,0.009935855865478516,44,0.3820058997050147,15
multizip_sort,16,0.00011491775512695312,49,0.3820058997050147,15
quick_sort,16,2.09808349609375e-05,47,0.3820058997050147,15
heap_sort,16,2.8848648071289062e-05,82,0.3820058997050147,15
merge_sort,16,2.6941299438476562e-05,43,0.3820058997050147,15
corsort,16,0.009778022766113281,45,-0.4320531757754801,14
multizip_sort,16,0.00010204315185546875,44,-0.4320531757754801,14
quick_sort,16,2.002716064453125e-05,45,-0.4320531757754801,14
heap_sort,16,2.7179718017578125e-05,83,-0.4320531757754801,14
merge_sort,16,2.5987625122070312e-05,46,-0.4320531757754801,14
corsort,16,0.009719133377075195,44,0.2621861152141802,15
multizip_sort,16,0.00011014938354492188,46,0.2621861152141802,15
quick_sort,16,1.8835067749023438e-05,45,0.2621861152141802,15
heap_sort,16,2.8848648071289062e-05,82,0.2621861152141802,15
merge_sort,16,2.7894973754882812e-05,44,0.2621861152141802,15
corsort,16,0.010438919067382812,47,0.22385861561119288,14
multizip_sort,16,0.0001289844512939453,62,0.22385861561119288,14
quick_sort,16,2.384185791015625e-05,61,0.22385861561119288,14
heap_sort,16,3.1948089599609375e-05,83,0.22385861561119288,14
merge_sort,16,3.0994415283203125e-05,45,0.22385861561119288,14
corsort,16,0.009955167770385742,45,-0.3871681415929203,15
multizip_sort,16,0.0001232624053955078,64,-0.3871681415929203,15
quick_sort,16,2.4080276489257812e-05,62,-0.3871681415929203,15
heap_sort,16,2.9802322387695312e-05,79,-0.3871681415929203,15
merge_sort,16,3.0994415283203125e-05,48,-0.3871681415929203,15
corsort,16,0.009906291961669922,45,-0.29160530191458023,16
multizip_sort,16,0.00011706352233886719,47,-0.29160530191458023,16
quick_sort,16,1.9073486328125e-05,45,-0.29160530191458023,16
heap_sort,16,2.8848648071289062e-05,80,-0.29160530191458023,16
merge_sort,16,3.0994415283203125e-05,49,-0.29160530191458023,16
corsort,16,0.010351896286010742,46,0.1467551622418879,14
multizip_sort,16,0.00010013580322265625,47,0.1467551622418879,14
quick_sort,16,1.811981201171875e-05,45,0.1467551622418879,14
heap_sort,16,2.9802322387695312e-05,80,0.1467551622418879,14
merge_sort,16,2.8133392333984375e-05,46,0.1467551622418879,14
corsort,16,0.009883880615234375,44,-0.36390532544378695,13
multizip_sort,16,0.00010919570922851562,54,-0.36390532544378695,13
quick_sort,16,1.9788742065429688e-05,54,-0.36390532544378695,13
heap_sort,16,2.574920654296875e-05,78,-0.36390532544378695,13
merge_sort,16,2.7179718017578125e-05,44,-0.36390532544378695,13
corsort,16,0.00971221923828125,46,0.13529411764705881,14
multizip_sort,16,0.00010132789611816406,46,0.13529411764705881,14
quick_sort,16,1.9073486328125e-05,46,0.13529411764705881,14
heap_sort,16,2.6702880859375e-05,85,0.13529411764705881,14
merge_sort,16,2.574920654296875e-05,47,0.13529411764705881,14
corsort,16,0.009103775024414062,44,-0.08529411764705883,15
multizip_sort,16,0.00010204315185546875,65,-0.08529411764705883,15
quick_sort,16,2.09808349609375e-05,65,-0.08529411764705883,15
heap_sort,16,2.6941299438476562e-05,86,-0.08529411764705883,15
merge_sort,16,6.008148193359375e-05,47,-0.08529411764705883,15
corsort,16,0.008723020553588867,45,-0.28865979381443296,16
multizip_sort,16,9.512901306152344e-05,44,-0.28865979381443296,16
quick_sort,16,1.5735626220703125e-05,45,-0.28865979381443296,16
heap_sort,16,7.987022399902344e-05,81,-0.28865979381443296,16
merge_sort,16,4.291534423828125e-05,48,-0.28865979381443296,16
corsort,16,0.009057044982910156,42,0.19808541973490426,15
multizip_sort,16,0.0001010894775390625,45,0.19808541973490426,15
quick_sort,16,1.71661376953125e-05,44,0.19808541973490426,15
heap_sort,16,2.6941299438476562e-05,81,0.19808541973490426,15
merge_sort,16,2.574920654296875e-05,47,0.19808541973490426,15
corsort,16,0.00992584228515625,46,0.3284241531664212,14
multizip_sort,16,0.00011491775512695312,56,0.3284241531664212,14
quick_sort,16,2.193450927734375e-05,56,0.3284241531664212,14
heap_sort,16,2.9087066650390625e-05,80,0.3284241531664212,14
merge_sort,16,2.9087066650390625e-05,43,0.3284241531664212,14
corsort,16,0.010372161865234375,46,0.26435935198821797,10
multizip_sort,16,0.00012302398681640625,57,0.26435935198821797,10
quick_sort,16,2.193450927734375e-05,57,0.26435935198821797,10
heap_sort,16,3.3855438232421875e-05,86,0.26435935198821797,10
merge_sort,16,2.9802322387695312e-05,46,0.26435935198821797,10
corsort,16,0.010298013687133789,46,0.030927835051546386,16
multizip_sort,16,0.00012063980102539062,58,0.030927835051546386,16
quick_sort,16,2.09808349609375e-05,58,0.030927835051546386,16
heap_sort,16,3.0040740966796875e-05,79,0.030927835051546386,16
merge_sort,16,3.0040740966796875e-05,44,0.030927835051546386,16
corsort,16,0.010212898254394531,45,-0.22566371681415923,13
multizip_sort,16,0.00015306472778320312,42,-0.22566371681415923,13
quick_sort,16,1.8835067749023438e-05,43,-0.22566371681415923,13
heap_sort,16,2.6702880859375e-05,82,-0.22566371681415923,13
merge_sort,16,2.5987625122070312e-05,43,-0.22566371681415923,13
corsort,16,0.009063005447387695,45,-0.23746312684365775,16
multizip_sort,16,0.00010180473327636719,66,-0.23746312684365775,16
quick_sort,16,1.7881393432617188e-05,66,-0.23746312684365775,16
heap_sort,16,2.4080276489257812e-05,75,-0.23746312684365775,16
merge_sort,16,2.6226043701171875e-05,46,-0.23746312684365775,16
corsort,16,0.00922703742980957,44,0.22566371681415923,13
multizip_sort,16,0.00010514259338378906,44,0.22566371681415923,13
quick_sort,16,1.6689300537109375e-05,44,0.22566371681415923,13
heap_sort,16,2.5033950805664062e-05,79,0.22566371681415923,13
merge_sort,16,2.574920654296875e-05,47,0.22566371681415923,13
corsort,16,0.00914621353149414,46,0.20986745213549338,13
multizip_sort,16,0.000102996826171875,46,0.20986745213549338,13
quick_sort,16,1.9788742065429688e-05,46,0.20986745213549338,13
heap_sort,16,2.5033950805664062e-05,79,0.20986745213549338,13
merge_sort,16,2.5272369384765625e-05,46,0.20986745213549338,13
corsort,16,0.009392738342285156,44,-0.20324005891016197,16
multizip_sort,16,9.799003601074219e-05,51,-0.20324005891016197,16
quick_sort,16,1.811981201171875e-05,52,-0.20324005891016197,16
heap_sort,16,2.47955322265625e-05,83,-0.20324005891016197,16
merge_sort,16,2.5987625122070312e-05,45,-0.20324005891016197,16
corsort,16,0.009579181671142578,46,0.14359351988217967,14
